,Budget_Year-Month,Finance_Minister,Sentance,Polarity,sentiment,Sector,Topic
862,2017-2018 Month-02,Arun Jaitley,name scheme 20162017 20162017 20172018 optic fibr cabl base network for defenc servic 2710 3210 3000 price stabili fund for pul 900 3400 3500 bharatnet 6000 10000 metro project 10000 15700 18000 recapit public bank accord the indradhanush scheme 25000 25000 10000 integr power develop scheme and deen dayal upadhyaya gram jyoti yojna 8500 7874 10635 namami gang ganga plan 2150 1441 2250 sagarmala 450 406 600 lpg connect poor household 2000 2500 2500 annex iic part resourc transfer state and with legislatur rupe,-0.4767,Negative,Others,provid
864,2017-2018 Month-02,Arun Jaitley,actual 201516 201617 201617 201718 devolut state share tax 506193 570337 608000 674565 commiss transfer 84579 100646 99115 103101 other central transfer state 238572 254371 277649 303412 total central transfer state gross 123 829344 925354 984764 1081078 total central transfer with legislatur gross 5139 5320 5547 3996 total transfer gross 834483 930674 990311 1085074 recoveri loan and advanc 11513 9473 9163 9516 state 11454 9028 8730 9083 445 433 433 total central transfer state net 47a 817890 916326 976034 1071995 total central transfer with legislatur net 57b 5080 4875 5114 3563 total transfer from centr net 822970 921201 981148 1075558 addit special state secur issu from small save fund nssf 58750 26375 13000 15000 madhya pradesh kerala arunach pradesh and delhi have chosen receiv loan from nssf start from 201617,-0.296,Negative,Agriculture,provid
865,2017-2018 Month-02,Arun Jaitley,sourc glanc 201718,0.0,Neutral,Others,agricultur
866,2017-2018 Month-02,Arun Jaitley,annex iii part speech direct tax,0.0,Neutral,Others,growth
867,2017-2018 Month-02,Arun Jaitley,addit revenu mobili arm and antiabus measur extend the provi section 115bbda the incom tax act which provid for levi tax the ten per,0.1779,Positive,Others,bank
868,2017-2018 Month-02,Arun Jaitley,dividend incom exceed all resid person except domest compani trust institut fund regist under section 12aa refer section 1023c,0.5106,Positive,Others,bank
869,2017-2018 Month-02,Arun Jaitley,present these provi are applic the individu hindu undivid famili huf and firm,0.0,Neutral,Others,growth
870,2017-2018 Month-02,Arun Jaitley,widen the scope section the incometax act provid that ani money immov properti specifi movabl properti receiv without consid with inadequ consid ani person subject certain exempt and except shall taxabl valu exceed rupe fifti thousand,0.3612,Positive,Others,provid
871,2017-2018 Month-02,Arun Jaitley,provid that case transfer unquot equiti share where the fair market valu determin the prescrib manner less than the consid receiv such fair market valu shall the deem valu consid for the purpo comput capit gain,0.8481,Positive,Others,provid
872,2017-2018 Month-02,Arun Jaitley,restrict the exempt from long term capit gain case transfer list share provid that the exempt subject notif certain except shall avail secur transact tax has been paid the time acquisit such share where they have been acquir after 1st octob 2004,0.7964,Positive,Others,provid
873,2017-2018 Month-02,Arun Jaitley,introduc new provi the incometax act provid for tax deduct sourc the five per,0.0,Neutral,Others,scheme
874,2017-2018 Month-02,Arun Jaitley,individu huf other than those whose book account are requir audit while make payment rent amount exceed 50000 per month,0.0,Neutral,Others,increa
875,2017-2018 Month-02,Arun Jaitley,also provid that such tax shall deduct and deposit onc through challan cumstat,0.0,Neutral,Others,bank
876,2017-2018 Month-02,Arun Jaitley,further the deductor shall not requir obtain tan file ani separ tds return for this purpo,0.0,Neutral,Others,hous
877,2017-2018 Month-02,Arun Jaitley,order align the transfer price provi with the oecd transfer price guidelin and intern best practic insert new section provid that the assess shall make secondari adjust where the primari adjust the transfer price has been made certain case,0.743,Positive,Others,hous
878,2017-2018 Month-02,Arun Jaitley,the provi shall appli the primari adjust exceed one rupe and the excess money attribut the adjust not brought within the prescrib time,0.0,Neutral,Others,hous
879,2017-2018 Month-02,Arun Jaitley,order address the issu thin capitali provid that the interest paid indian compani perman establish foreign compani excess thirti earn befor interest tax depreci and amorti ebitda interest paid associ enterpri whichev less shall not allow deduct comput taxabl profit,0.8885,Positive,Others,hous
880,2017-2018 Month-02,Arun Jaitley,also allow carri forward and set off the interest disallow for eight assess,0.5994,Positive,Others,agricultur
881,2017-2018 Month-02,Arun Jaitley,order address the exist anomali interest deduct respect let out properti visàvi selfoccupi properti restrict set off loss from hous properti against incom under ani other head dure the current two,0.296,Positive,Others,fund
882,2017-2018 Month-02,Arun Jaitley,the loss not set off would allow carri forward for set off against hous properti incom for eight assess,-0.1027,Negative,Others,hous
883,2017-2018 Month-02,Arun Jaitley,that donat entiti regist under section 12a approv under section 1023c other entiti regist under section 12a with the direct that such donat shall form part the corpus shall not treat applic incom for charit purpo,-0.3089,Negative,Others,httpindiabudgetnicin
885,2017-2018 Month-02,Arun Jaitley,rationali measur provid that case foreign compani sale leftov stock crude oil case strateg petroleum reserv after the expiri agreement the arrang subject fulfil certain condit shall not liabl tax,0.1531,Positive,Others,scheme
886,2017-2018 Month-02,Arun Jaitley,provid concess tax ten per,0.0,Neutral,Others,growth
887,2017-2018 Month-02,Arun Jaitley,case incom ari from sale carbon credit,0.3818,Positive,Others,set
888,2017-2018 Month-02,Arun Jaitley,exempt foreign mission and state psus engag busi transport passeng from tax collect sourc tcs provi relat purcha vehicl,0.1027,Positive,Others,custom
889,2017-2018 Month-02,Arun Jaitley,provid that the fair market valu the asset which has been taken into account for the purpo comput accret incom which tax has been paid accord with provi chapter xiieb the incometax act shall taken the cost acquisit that asset,0.743,Positive,Others,provid
890,2017-2018 Month-02,Arun Jaitley,modifi the condit special taxat regim for off shore fund under section the incometax act provid that the mainten minimum fund size would not necessari the which the fund wound,0.4019,Positive,Others,bank
891,2017-2018 Month-02,Arun Jaitley,line with exempt avail the prime minist relief fund and certain other fund provid that the incom the chief minist relief fund the lieuten governor relief fund shall exempt from tax,0.9042,Positive,Others,provid
892,2017-2018 Month-02,Arun Jaitley,away with the provi enabl the assess offic not process the return and thus withhold the refund case where the return select for scrutini till the complet assess,0.0,Neutral,Others,agricultur
893,2017-2018 Month-02,Arun Jaitley,howev that case where grant refund like adver affect the interest revenu can withheld with the approv the higher author after record the reason write,0.7906,Positive,Others,agricultur
894,2017-2018 Month-02,Arun Jaitley,provid that certain entiti like investor protect fund core settlement guarant fund teacoffeerubb board mpeda apdea enjoy exempt from levi incometax under section the incometax act shall requir furnish return their incom,0.8689,Positive,Others,invest
895,2017-2018 Month-02,Arun Jaitley,order ensur time file return incom levi fee case delay file the return,-0.3182,Negative,Others,provid
896,2017-2018 Month-02,Arun Jaitley,210 provid that account merchant banker regist valuer furnish incorrect inform report certif shall liabl penalti ten thousand rupe for each such default,0.0,Neutral,Others,agricultur
897,2017-2018 Month-02,Arun Jaitley,211 provid that where the amount foreign tax credit ftc allow against the tax paid under section 115jb 115jc the incom tax act exceed the amount ftc admiss against the tax payabl the assess his incom accord with the other provi the act such excess credit shall ignor while comput the amount credit under section 115jaa section 115jd,0.8271,Positive,Others,growth
898,2017-2018 Month-02,Arun Jaitley,212 case where the foreign tax credit has not been grant the assess the ground that payment such tax disput provid subject certain condit addit time the assess offic for allow the said tax credit after such disput settl,0.7261,Positive,Agriculture,increa
899,2017-2018 Month-02,Arun Jaitley,213 provid that person shall receiv payment aggreg payment amount three rupe more from person day respect singl transact respect transact relat one event occa otherwi than account pay chequ account pay bank draft use electron clear system through bank account,0.7906,Positive,Others,agricultur
900,2017-2018 Month-02,Arun Jaitley,such restrict shall not appli bank such other person class person receipt notifi the central,-0.3818,Negative,Others,scheme
901,2017-2018 Month-02,Arun Jaitley,also provid for penalti case contrav this provi,0.0,Neutral,Others,increa
902,2017-2018 Month-02,Arun Jaitley,214 clarifi that provi relat tax deduct sourc shall not appli exempt compen receiv under the right fair compen and transpar land acquisit rehabilit and resettl act 2013,0.2509,Positive,Others,provid
903,2017-2018 Month-02,Arun Jaitley,215 lower the deduct tax case payment made person engag the busi oper call centr,-0.296,Negative,Others,provid
904,2017-2018 Month-02,Arun Jaitley,216 provid tax neutral case conver prefer share compani into equiti share that compani,0.5267,Positive,Others,provid
905,2017-2018 Month-02,Arun Jaitley,217 provid that the cost acquisit share indian compani the hand demerg foreign compani tax neutral demerg shall taken the cost acquisit the hand result foreign compani,0.8225,Positive,Others,provid
906,2017-2018 Month-02,Arun Jaitley,218 provid for grant interest case refund excess payment tds,0.6705,Positive,Others,develop
907,2017-2018 Month-02,Arun Jaitley,219 merg the author for advanc rule aar for incom tax with aar for custom central exci and servic tax and creat common aar,0.0,Neutral,Others,agricultur
908,2017-2018 Month-02,Arun Jaitley,also amend the qualif for appoint chairman and member,0.0,Neutral,Others,growth
909,2017-2018 Month-02,Arun Jaitley,220 make the order pass the author under section 1023c the incometax act appeal befor the tribun,0.0,Neutral,Others,httpindiabudgetnicin
910,2017-2018 Month-02,Arun Jaitley,221 authori the central board direct tax cbdt issu direct instruct order remov hardship face the taxpay connect with imposit penalti relat tax deduct collect sourc,-0.3182,Negative,Others,increa
911,2017-2018 Month-02,Arun Jaitley,222 amend the provi relat comput book profit for the purpo levi minimum altern tax mat align with the indian account standard inda,0.4404,Positive,Others,growth
912,2017-2018 Month-02,Arun Jaitley,223 clarifi that the amend made the act 2016 section 112 the incometax act provid for concess tax respect transfer share privat limit compani shall applic retrospect from assess 201314,0.6486,Positive,Others,growth
913,2017-2018 Month-02,Arun Jaitley,224 amend section 10aa the incometax act provid that the amount deduct refer therein shall allow from the total incom comput accord with the provi the act befor give effect the provi the said section and that the said deduct shall not exceed the total incom,0.2263,Positive,Others,growth
914,2017-2018 Month-02,Arun Jaitley,225 clarifi that the case furnish inform relat payment nonresid ani whether not chargeabl tax the person respon for pay shall the payer himself the payer compani the compani itself includ the princip offic thereof,-0.1027,Negative,Others,growth
915,2017-2018 Month-02,Arun Jaitley,226 provid that where ani term use agreement enter into under subsect section and 90a the incometax act defin under the said agreement the said term shall assign the mean provid the said agreement and where the term not defin the agreement but defin the act shall assign the mean defin the act ani technic explan issu the central,0.7506,Positive,Others,provid
916,2017-2018 Month-02,Arun Jaitley,227 provid that where the capit asset refer section 35ad the incometax act use for inelig busi and the benefit said section withdrawn the actual cost the assess respect such asset shall the actual cost the assess reduc amount equal the amount depreci calcul the forc that would have been allow had the asset been use for the purpo busi sinc the date acquisit,0.926,Positive,Others,agricultur
917,2017-2018 Month-02,Arun Jaitley,228 provid that trust institut which has been grant registr and has adopt undertaken modif the object subsequ which not conform the condit registr shall requir obtain fresh registr,0.8316,Positive,Others,set
918,2017-2018 Month-02,Arun Jaitley,229 order strengthen the tcs regim provid that the collect shall furnish his pan the collector fail which tax shall collect higher,-0.296,Negative,Others,set
919,2017-2018 Month-02,Arun Jaitley,230 order provid pariti between individu who employ and individu who selfemploy provid that the self employ individu shall elig for deduct upto twenti per his gross total incom respect contribut made pension system trust,0.5106,Positive,Agriculture,increa
